product_key,source_product_id,product_name,category,sub_category,unit_cost,supplier
2094,FUR-TA-10004667,"Bevis Wood Table, Adjustable Height",Furniture,Tables,316.16,WoodCraft Furnishings
2095,FUR-TA-10004730,"Barricks Training Table, Adjustable Height",Furniture,Tables,275.6499166666667,WoodCraft Furnishings
2096,FUR-TA-10004748,"Bevis Coffee Table, Fully Assembled",Furniture,Tables,271.6041666666667,WoodCraft Furnishings
2097,FUR-TA-10004757,"Barricks Training Table, with Bottom Storage",Furniture,Tables,235.60766666666666,WoodCraft Furnishings
2098,FUR-TA-10004767,Safco Drafting Table,Furniture,Tables,50.32013333333333,WoodCraft Furnishings
2099,FUR-TA-10004801,"Hon Conference Table, Rectangular",Furniture,Tables,434.86,WoodCraft Furnishings
2100,FUR-TA-10004817,"Lesro Coffee Table, with Bottom Storage",Furniture,Tables,194.04000000000002,WoodCraft Furnishings
2101,FUR-TA-10004826,"Bevis Training Table, Rectangular",Furniture,Tables,226.09,WoodCraft Furnishings
2102,FUR-TA-10004832,"Hon Conference Table, with Bottom Storage",Furniture,Tables,497.644,WoodCraft Furnishings
2103,FUR-TA-10004840,"Hon Conference Table, Adjustable Height",Furniture,Tables,480.141,WoodCraft Furnishings
2104,FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Furniture,Tables,255.2615111111111,WoodCraft Furnishings
2105,FUR-TA-10004937,"Chromcraft Conference Table, Rectangular",Furniture,Tables,504.612,WoodCraft Furnishings
2106,FUR-TA-10004957,"Bevis Wood Table, Fully Assembled",Furniture,Tables,288.8756,WoodCraft Furnishings
2107,FUR-TA-10004972,"Chromcraft Wood Table, Rectangular",Furniture,Tables,198.422,WoodCraft Furnishings
2108,FUR-TEN-10000002,"Tenex Stacking Tray, Black",Furniture,Furnishings,21.797,WoodCraft Furnishings
2109,FUR-TEN-10000296,"Tenex Door Stop, Durable",Furniture,Furnishings,35.543400000000005,WoodCraft Furnishings
2110,FUR-TEN-10000325,"Tenex Light Bulb, Erganomic",Furniture,Furnishings,16.891666666666666,WoodCraft Furnishings
2111,FUR-TEN-10000377,"Tenex Light Bulb, Duo Pack",Furniture,Furnishings,16.75,WoodCraft Furnishings
2112,FUR-TEN-10000407,"Tenex Door Stop, Erganomic",Furniture,Furnishings,35.92,WoodCraft Furnishings
2113,FUR-TEN-10000525,"Tenex Clock, Black",Furniture,Furnishings,37.74854166666667,WoodCraft Furnishings
2114,FUR-TEN-10000558,"Tenex Frame, Erganomic",Furniture,Furnishings,73.06666666666668,WoodCraft Furnishings
2115,FUR-TEN-10000986,"Tenex Frame, Duo Pack",Furniture,Furnishings,101.21350000000001,WoodCraft Furnishings
2116,FUR-TEN-10001349,"Tenex Frame, Black",Furniture,Furnishings,104.51,WoodCraft Furnishings
2117,FUR-TEN-10001809,"Tenex Photo Frame, Erganomic",Furniture,Furnishings,49.2296,WoodCraft Furnishings
2118,FUR-TEN-10002418,"Tenex Clock, Duo Pack",Furniture,Furnishings,31.076,WoodCraft Furnishings
2119,FUR-TEN-10002448,"Tenex Stacking Tray, Erganomic",Furniture,Furnishings,12.176666666666668,WoodCraft Furnishings
2120,FUR-TEN-10003050,"Tenex Photo Frame, Black",Furniture,Furnishings,37.42666666666667,WoodCraft Furnishings
2121,FUR-TEN-10003349,"Tenex Photo Frame, Durable",Furniture,Furnishings,32.3936,WoodCraft Furnishings
2122,FUR-TEN-10003552,"Tenex Clock, Durable",Furniture,Furnishings,26.38088888888889,WoodCraft Furnishings
2123,FUR-TEN-10003648,"Tenex Stacking Tray, Erganomic",Furniture,Furnishings,22.35366666666667,WoodCraft Furnishings
2124,FUR-TEN-10003871,"Tenex Frame, Durable",Furniture,Furnishings,81.35683333333333,WoodCraft Furnishings
2125,FUR-TEN-10003879,"Tenex Light Bulb, Black",Furniture,Furnishings,13.282666666666666,WoodCraft Furnishings
2126,FUR-TEN-10003900,"Tenex Stacking Tray, Durable",Furniture,Furnishings,19.1755,WoodCraft Furnishings
2127,FUR-TEN-10003923,"Tenex Door Stop, Duo Pack",Furniture,Furnishings,24.256999999999998,WoodCraft Furnishings
2128,FUR-TEN-10004147,"Tenex Clock, Erganomic",Furniture,Furnishings,27.171,WoodCraft Furnishings
2129,FUR-TEN-10004388,"Tenex Door Stop, Black",Furniture,Furnishings,29.54,WoodCraft Furnishings
2130,FUR-TEN-10004549,"Tenex Light Bulb, Durable",Furniture,Furnishings,14.152999999999999,WoodCraft Furnishings
2131,OFF-ACC-10000102,"Acco Binding Machine, Clear",Office Supplies,Binders,45.05722222222222,OfficeOne Corp
2132,OFF-ACC-10000218,"Acco Hole Reinforcements, Durable",Office Supplies,Binders,4.187444444444444,OfficeOne Corp
2133,OFF-ACC-10000233,"Acco Binder, Economy",Office Supplies,Binders,12.999583333333334,OfficeOne Corp
2134,OFF-ACC-10000307,"Acco Index Tab, Clear",Office Supplies,Binders,4.599615384615385,OfficeOne Corp
2135,OFF-ACC-10000375,"Accos Staples, 12 Pack",Office Supplies,Fasteners,7.84,OfficeOne Corp
2136,OFF-ACC-10000497,"Accos Rubber Bands, Assorted Sizes",Office Supplies,Fasteners,10.723666666666666,OfficeOne Corp
2137,OFF-ACC-10000687,"Accos Clamps, 12 Pack",Office Supplies,Fasteners,15.861111111111112,OfficeOne Corp
2138,OFF-ACC-10000798,"Acco Hole Reinforcements, Economy",Office Supplies,Binders,6.2796,OfficeOne Corp
2139,OFF-ACC-10000808,"Acco 3-Hole Punch, Economy",Office Supplies,Binders,24.308,OfficeOne Corp
2140,OFF-ACC-10001028,"Accos Push Pins, Metal",Office Supplies,Fasteners,12.396799999999999,OfficeOne Corp
2141,OFF-ACC-10001281,"Accos Clamps, Bulk Pack",Office Supplies,Fasteners,10.309888888888889,OfficeOne Corp
2142,OFF-ACC-10001285,"Acco Index Tab, Clear",Office Supplies,Binders,7.359333333333333,OfficeOne Corp
2143,OFF-ACC-10001703,"Acco Binder, Recycled",Office Supplies,Binders,15.227500000000001,OfficeOne Corp
2144,OFF-ACC-10001993,"Acco Binder Covers, Clear",Office Supplies,Binders,7.324285714285714,OfficeOne Corp
2145,OFF-ACC-10002167,"Accos Paper Clips, Metal",Office Supplies,Fasteners,12.465,OfficeOne Corp
2146,OFF-ACC-10002220,"Acco Binding Machine, Economy",Office Supplies,Binders,36.25175,OfficeOne Corp
2147,OFF-ACC-10002327,"Accos Thumb Tacks, Metal",Office Supplies,Fasteners,11.095,OfficeOne Corp
2148,OFF-ACC-10002343,"Acco 3-Hole Punch, Durable",Office Supplies,Binders,18.808055555555555,OfficeOne Corp
2149,OFF-ACC-10002425,"Accos Thumb Tacks, Assorted Sizes",Office Supplies,Fasteners,10.2462,OfficeOne Corp
2150,OFF-ACC-10002680,"Acco Binding Machine, Recycled",Office Supplies,Binders,38.589999999999996,OfficeOne Corp
2151,OFF-ACC-10002772,"Acco Index Tab, Economy",Office Supplies,Binders,5.384307692307692,OfficeOne Corp
2152,OFF-ACC-10002834,"Accos Thumb Tacks, 12 Pack",Office Supplies,Fasteners,8.559999999999999,OfficeOne Corp
2153,OFF-ACC-10002849,"Acco 3-Hole Punch, Clear",Office Supplies,Binders,24.83030303030303,OfficeOne Corp
2154,OFF-ACC-10002853,"Accos Thumb Tacks, Bulk Pack",Office Supplies,Fasteners,11.15,OfficeOne Corp
2155,OFF-ACC-10003265,"Accos Rubber Bands, Bulk Pack",Office Supplies,Fasteners,8.607,OfficeOne Corp
2156,OFF-ACC-10003422,"Acco Binder, Durable",Office Supplies,Binders,12.227878787878787,OfficeOne Corp
2157,OFF-ACC-10003636,"Acco Binding Machine, Durable",Office Supplies,Binders,40.2813,OfficeOne Corp
2158,OFF-ACC-10003713,"Accos Clamps, Assorted Sizes",Office Supplies,Fasteners,11.86277777777778,OfficeOne Corp
2159,OFF-ACC-10003745,"Accos Paper Clips, Assorted Sizes",Office Supplies,Fasteners,13.160499999999999,OfficeOne Corp
2160,OFF-ACC-10003788,"Acco Hole Reinforcements, Clear",Office Supplies,Binders,5.761,OfficeOne Corp
2161,OFF-ACC-10003806,"Accos Clamps, Metal",Office Supplies,Fasteners,12.1,OfficeOne Corp
2162,OFF-ACC-10003909,"Accos Push Pins, Assorted Sizes",Office Supplies,Fasteners,11.79,OfficeOne Corp
2163,OFF-ACC-10003925,"Accos Staples, Bulk Pack",Office Supplies,Fasteners,8.666111111111112,OfficeOne Corp
2164,OFF-ACC-10003984,"Accos Paper Clips, Assorted Sizes",Office Supplies,Fasteners,11.16,OfficeOne Corp
2165,OFF-ACC-10004008,"Acco Binder Covers, Durable",Office Supplies,Binders,8.274333333333333,OfficeOne Corp
2166,OFF-ACC-10004182,"Acco Index Tab, Durable",Office Supplies,Binders,7.063555555555555,OfficeOne Corp
2167,OFF-ACC-10004278,"Accos Paper Clips, Bulk Pack",Office Supplies,Fasteners,8.692,OfficeOne Corp
2168,OFF-ACC-10004281,"Acco Hole Reinforcements, Recycled",Office Supplies,Binders,3.547818181818182,OfficeOne Corp
2169,OFF-ACC-10004322,"Acco Binder, Clear",Office Supplies,Binders,9.959685714285714,OfficeOne Corp
2170,OFF-ACC-10004364,"Accos Push Pins, Bulk Pack",Office Supplies,Fasteners,10.577200000000001,OfficeOne Corp
2171,OFF-ACC-10004430,"Accos Rubber Bands, 12 Pack",Office Supplies,Fasteners,10.523,OfficeOne Corp
2172,OFF-ACC-10004538,"Acco Binder Covers, Recycled",Office Supplies,Binders,9.695979166666667,OfficeOne Corp
2173,OFF-ACC-10004692,"Acco 3-Hole Punch, Recycled",Office Supplies,Binders,27.4935,OfficeOne Corp
2174,OFF-ACC-10004713,"Accos Staples, Assorted Sizes",Office Supplies,Fasteners,4.914,OfficeOne Corp
2175,OFF-ACC-10004748,"Accos Push Pins, 12 Pack",Office Supplies,Fasteners,9.565,OfficeOne Corp
2176,OFF-ACC-10004782,"Accos Staples, Metal",Office Supplies,Fasteners,8.81,OfficeOne Corp
2177,OFF-ACC-10004871,"Acco Binder Covers, Economy",Office Supplies,Binders,7.817285714285714,OfficeOne Corp
2178,OFF-ACC-10004910,"Accos Rubber Bands, Metal",Office Supplies,Fasteners,10.706666666666665,OfficeOne Corp
2179,OFF-ACM-10000277,"Acme Ruler, High Speed",Office Supplies,Supplies,16.09,OfficeOne Corp
2180,OFF-ACM-10000476,"Acme Letter Opener, Easy Grip",Office Supplies,Supplies,23.009925925925927,OfficeOne Corp
2181,OFF-ACM-10000570,"Acme Letter Opener, High Speed",Office Supplies,Supplies,27.929399999999998,OfficeOne Corp
2182,OFF-ACM-10000671,"Acme Ruler, Steel",Office Supplies,Supplies,11.17,OfficeOne Corp
2183,OFF-ACM-10000777,"Acme Scissors, Serrated",Office Supplies,Supplies,20.705000000000002,OfficeOne Corp
2184,OFF-ACM-10001029,"Acme Box Cutter, Serrated",Office Supplies,Supplies,26.83,OfficeOne Corp
2185,OFF-ACM-10001112,"Acme Shears, Steel",Office Supplies,Supplies,31.52,OfficeOne Corp
2186,OFF-ACM-10001587,"Acme Box Cutter, Easy Grip",Office Supplies,Supplies,20.21,OfficeOne Corp
2187,OFF-ACM-10001704,"Acme Letter Opener, Serrated",Office Supplies,Supplies,25.14,OfficeOne Corp
2188,OFF-ACM-10002045,"Acme Shears, High Speed",Office Supplies,Supplies,25.012,OfficeOne Corp
2189,OFF-ACM-10002131,"Acme Ruler, Easy Grip",Office Supplies,Supplies,14.603333333333333,OfficeOne Corp
2190,OFF-ACM-10002301,"Acme Trimmer, Serrated",Office Supplies,Supplies,36.12142857142857,OfficeOne Corp
2191,OFF-ACM-10002713,"Acme Box Cutter, Steel",Office Supplies,Supplies,24.14,OfficeOne Corp
2192,OFF-ACM-10002816,"Acme Letter Opener, Steel",Office Supplies,Supplies,17.54876785714286,OfficeOne Corp
2193,OFF-ACM-10003278,"Acme Trimmer, Easy Grip",Office Supplies,Supplies,36.14,OfficeOne Corp
2194,OFF-ACM-10003510,"Acme Scissors, High Speed",Office Supplies,Supplies,23.07914285714286,OfficeOne Corp
2195,OFF-ACM-10003591,"Acme Trimmer, Steel",Office Supplies,Supplies,34.232000000000006,OfficeOne Corp
2196,OFF-ACM-10003715,"Acme Shears, Serrated",Office Supplies,Supplies,45.445166666666665,OfficeOne Corp
2197,OFF-ACM-10003978,"Acme Trimmer, High Speed",Office Supplies,Supplies,31.9,OfficeOne Corp
2198,OFF-ACM-10004150,"Acme Ruler, Serrated",Office Supplies,Supplies,9.671,OfficeOne Corp
2199,OFF-ACM-10004587,"Acme Scissors, Steel",Office Supplies,Supplies,13.27075,OfficeOne Corp
2200,OFF-ACM-10004669,"Acme Shears, Easy Grip",Office Supplies,Supplies,40.91813333333333,OfficeOne Corp
2201,OFF-ACM-10004895,"Acme Scissors, Easy Grip",Office Supplies,Supplies,20.606166666666667,OfficeOne Corp
2202,OFF-ADV-10000177,"Advantus Staples, Metal",Office Supplies,Fasteners,6.46075,OfficeOne Corp
2203,OFF-ADV-10000213,"Advantus Rubber Bands, Metal",Office Supplies,Fasteners,12.836500000000001,OfficeOne Corp
2204,OFF-ADV-10000308,"Advantus Push Pins, 12 Pack",Office Supplies,Fasteners,9.07,OfficeOne Corp
2205,OFF-ADV-10000331,"Advantus Paper Clips, Assorted Sizes",Office Supplies,Fasteners,7.682142857142858,OfficeOne Corp
2206,OFF-ADV-10000425,"Advantus Clamps, Metal",Office Supplies,Fasteners,10.677,OfficeOne Corp
2207,OFF-ADV-10000551,"Advantus Thumb Tacks, Bulk Pack",Office Supplies,Fasteners,13.544916666666666,OfficeOne Corp
2208,OFF-ADV-10001124,"Advantus Clamps, 12 Pack",Office Supplies,Fasteners,15.988333333333335,OfficeOne Corp
2209,OFF-ADV-10001437,"Advantus Paper Clips, Bulk Pack",Office Supplies,Fasteners,11.86225,OfficeOne Corp
2210,OFF-ADV-10001451,"Advantus Clamps, Assorted Sizes",Office Supplies,Fasteners,14.746,OfficeOne Corp
2211,OFF-ADV-10002299,"Advantus Rubber Bands, 12 Pack",Office Supplies,Fasteners,11.7228,OfficeOne Corp
2212,OFF-ADV-10002549,"Advantus Rubber Bands, Assorted Sizes",Office Supplies,Fasteners,10.938666666666666,OfficeOne Corp
2213,OFF-ADV-10002593,"Advantus Clamps, Bulk Pack",Office Supplies,Fasteners,11.29,OfficeOne Corp
2214,OFF-ADV-10003030,"Advantus Staples, 12 Pack",Office Supplies,Fasteners,9.529444444444444,OfficeOne Corp
2215,OFF-ADV-10003050,"Advantus Rubber Bands, Bulk Pack",Office Supplies,Fasteners,11.185833333333333,OfficeOne Corp
2216,OFF-ADV-10003125,"Advantus Paper Clips, Assorted Sizes",Office Supplies,Fasteners,9.825999999999999,OfficeOne Corp
2217,OFF-ADV-10003196,"Advantus Staples, Assorted Sizes",Office Supplies,Fasteners,4.506,OfficeOne Corp
2218,OFF-ADV-10003369,"Advantus Thumb Tacks, Assorted Sizes",Office Supplies,Fasteners,9.274799999999999,OfficeOne Corp
2219,OFF-ADV-10004030,"Advantus Push Pins, Metal",Office Supplies,Fasteners,14.263333333333334,OfficeOne Corp
2220,OFF-ADV-10004228,"Advantus Push Pins, Assorted Sizes",Office Supplies,Fasteners,9.629999999999999,OfficeOne Corp
2221,OFF-ADV-10004241,"Advantus Thumb Tacks, 12 Pack",Office Supplies,Fasteners,12.469,OfficeOne Corp
2222,OFF-ADV-10004274,"Advantus Thumb Tacks, Metal",Office Supplies,Fasteners,11.162,OfficeOne Corp
2223,OFF-ADV-10004598,"Advantus Paper Clips, Metal",Office Supplies,Fasteners,9.940499999999998,OfficeOne Corp
2224,OFF-ADV-10004875,"Advantus Staples, Bulk Pack",Office Supplies,Fasteners,6.636933333333333,OfficeOne Corp
2225,OFF-AME-10000244,"Ames Manila Envelope, Security-Tint",Office Supplies,Envelopes,16.212111111111113,MailReady Co
2226,OFF-AME-10000360,"Ames Interoffice Envelope, Security-Tint",Office Supplies,Envelopes,24.102,MailReady Co
2227,OFF-AME-10000440,"Ames Interoffice Envelope, with clear poly window",Office Supplies,Envelopes,33.284,MailReady Co
2228,OFF-AME-10000851,"Ames Mailers, with clear poly window",Office Supplies,Envelopes,19.94438888888889,MailReady Co
2229,OFF-AME-10000870,"Ames Peel and Seal, Recycled",Office Supplies,Envelopes,11.035375,MailReady Co
2230,OFF-AME-10001009,"Ames Interoffice Envelope, Set of 50",Office Supplies,Envelopes,27.4825,MailReady Co
2231,OFF-AME-10001179,"Ames Mailers, Set of 50",Office Supplies,Envelopes,30.93444444444445,MailReady Co
2232,OFF-AME-10001489,"Ames Manila Envelope, Set of 50",Office Supplies,Envelopes,22.957,MailReady Co
2233,OFF-AME-10001587,"Ames Peel and Seal, with clear poly window",Office Supplies,Envelopes,11.926166666666667,MailReady Co
2234,OFF-AME-10001641,"Ames Interoffice Envelope, Recycled",Office Supplies,Envelopes,24.095,MailReady Co
2235,OFF-AME-10002081,"Ames Peel and Seal, Security-Tint",Office Supplies,Envelopes,14.478333333333333,MailReady Co
2236,OFF-AME-10002376,"Ames Manila Envelope, Recycled",Office Supplies,Envelopes,14.387,MailReady Co
2237,OFF-AME-10002557,"Ames Business Envelopes, Recycled",Office Supplies,Envelopes,12.729714285714286,MailReady Co
2238,OFF-AME-10002652,"Ames Peel and Seal, Set of 50",Office Supplies,Envelopes,10.1866,MailReady Co
2239,OFF-AME-10002697,"Ames Business Envelopes, Recycled",Office Supplies,Envelopes,7.964,MailReady Co
2240,OFF-AME-10002923,"Ames Clasp Envelope, Set of 50",Office Supplies,Envelopes,3.7866666666666666,MailReady Co
2241,OFF-AME-10002949,"Ames Clasp Envelope, with clear poly window",Office Supplies,Envelopes,9.484571428571428,MailReady Co
2242,OFF-AME-10002956,"Ames Business Envelopes, Security-Tint",Office Supplies,Envelopes,9.933333333333334,MailReady Co
2243,OFF-AME-10003089,"Ames Clasp Envelope, Security-Tint",Office Supplies,Envelopes,9.32,MailReady Co
2244,OFF-AME-10003167,"Ames Clasp Envelope, Recycled",Office Supplies,Envelopes,4.76,MailReady Co
2245,OFF-AME-10003180,"Ames Business Envelopes, Set of 50",Office Supplies,Envelopes,12.75,MailReady Co
2246,OFF-AME-10004651,"Ames Mailers, Recycled",Office Supplies,Envelopes,33.9975,MailReady Co
2247,OFF-AME-10004759,"Ames Manila Envelope, with clear poly window",Office Supplies,Envelopes,15.921666666666667,MailReady Co
2248,OFF-AP-10000004,"Cuisinart Stove, Silver",Office Supplies,Appliances,355.73,HomeCore Industries
2249,OFF-AP-10000005,"KitchenAid Microwave, Red",Office Supplies,Appliances,288.75644444444447,HomeCore Industries
2250,OFF-AP-10000023,"Breville Toaster, Black",Office Supplies,Appliances,50.352,HomeCore Industries
2251,OFF-AP-10000026,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Office Supplies,Appliances,43.298811111111114,HomeCore Industries
2252,OFF-AP-10000027,Hoover Commercial SteamVac,Office Supplies,Appliances,9.458666666666666,HomeCore Industries
2253,OFF-AP-10000039,"Breville Coffee Grinder, Silver",Office Supplies,Appliances,48.6105,HomeCore Industries
2254,OFF-AP-10000043,"Cuisinart Toaster, Silver",Office Supplies,Appliances,32.4689,HomeCore Industries
2255,OFF-AP-10000055,Belkin F9S820V06 8 Outlet Surge,Office Supplies,Appliances,22.734111111111112,HomeCore Industries
2256,OFF-AP-10000078,"Breville Toaster, Silver",Office Supplies,Appliances,73.614,HomeCore Industries
2257,OFF-AP-10000119,"Breville Microwave, White",Office Supplies,Appliances,116.06,HomeCore Industries
2258,OFF-AP-10000124,Acco 6 Outlet Guardian Basic Surge Suppressor,Office Supplies,Appliances,5.956733333333333,HomeCore Industries
2259,OFF-AP-10000159,Belkin F9M820V08 8 Outlet Surge,Office Supplies,Appliances,30.377577777777777,HomeCore Industries
2260,OFF-AP-10000172,"Cuisinart Toaster, Silver",Office Supplies,Appliances,41.76797142857143,HomeCore Industries
2261,OFF-AP-10000179,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,Office Supplies,Appliances,182.26214666666667,HomeCore Industries
2262,OFF-AP-10000195,"Cuisinart Stove, Black",Office Supplies,Appliances,360.352,HomeCore Industries
2263,OFF-AP-10000200,"KitchenAid Refrigerator, Red",Office Supplies,Appliances,316.77066666666667,HomeCore Industries
2264,OFF-AP-10000213,"Cuisinart Refrigerator, Black",Office Supplies,Appliances,260.776,HomeCore Industries
2265,OFF-AP-10000226,"Hoover Coffee Grinder, Black",Office Supplies,Appliances,34.11052380952381,HomeCore Industries
2266,OFF-AP-10000228,"Cuisinart Blender, White",Office Supplies,Appliances,40.38153333333334,HomeCore Industries
2267,OFF-AP-10000240,Belkin F9G930V10-GRY 9 Outlet Surge,Office Supplies,Appliances,37.9476,HomeCore Industries
2268,OFF-AP-10000252,Harmony HEPA Quiet Air Purifiers,Office Supplies,Appliances,7.6375,HomeCore Industries
2269,OFF-AP-10000258,"Hamilton Beach Blender, Black",Office Supplies,Appliances,67.18066666666667,HomeCore Industries
2270,OFF-AP-10000261,"Cuisinart Toaster, Silver",Office Supplies,Appliances,26.973,HomeCore Industries
2271,OFF-AP-10000263,"KitchenAid Microwave, Silver",Office Supplies,Appliances,301.6816666666667,HomeCore Industries
2272,OFF-AP-10000285,"Breville Microwave, Silver",Office Supplies,Appliances,141.17066666666668,HomeCore Industries
2273,OFF-AP-10000304,"Hoover Microwave, White",Office Supplies,Appliances,263.75333333333333,HomeCore Industries
2274,OFF-AP-10000326,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Office Supplies,Appliances,28.0468,HomeCore Industries
2275,OFF-AP-10000335,"Cuisinart Microwave, Red",Office Supplies,Appliances,219.876,HomeCore Industries
2276,OFF-AP-10000344,"Hoover Toaster, Silver",Office Supplies,Appliances,54.079,HomeCore Industries
2277,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,Appliances,9.239614814814814,HomeCore Industries
2278,OFF-AP-10000381,"Hoover Refrigerator, Red",Office Supplies,Appliances,347.584,HomeCore Industries
2279,OFF-AP-10000382,"Breville Coffee Grinder, White",Office Supplies,Appliances,40.333333333333336,HomeCore Industries
2280,OFF-AP-10000390,Euro Pro Shark Stick Mini Vacuum,Office Supplies,Appliances,45.20542222222222,HomeCore Industries
2281,OFF-AP-10000391,"Hamilton Beach Coffee Grinder, Black",Office Supplies,Appliances,23.090967857142857,HomeCore Industries
2282,OFF-AP-10000407,"KitchenAid Refrigerator, Silver",Office Supplies,Appliances,257.336,HomeCore Industries
2283,OFF-AP-10000415,"KitchenAid Toaster, Red",Office Supplies,Appliances,45.36457142857142,HomeCore Industries
2284,OFF-AP-10000486,"Cuisinart Stove, Silver",Office Supplies,Appliances,377.204,HomeCore Industries
2285,OFF-AP-10000490,"Hamilton Beach Coffee Grinder, Silver",Office Supplies,Appliances,32.559466666666665,HomeCore Industries
2286,OFF-AP-10000510,"Cuisinart Coffee Grinder, Red",Office Supplies,Appliances,31.5505,HomeCore Industries
2287,OFF-AP-10000528,"Breville Blender, Black",Office Supplies,Appliances,39.52488888888889,HomeCore Industries
2288,OFF-AP-10000534,"KitchenAid Toaster, Silver",Office Supplies,Appliances,61.147,HomeCore Industries
2289,OFF-AP-10000540,"Hamilton Beach Refrigerator, Red",Office Supplies,Appliances,455.013,HomeCore Industries
2290,OFF-AP-10000545,"Cuisinart Toaster, Black",Office Supplies,Appliances,34.91,HomeCore Industries
2291,OFF-AP-10000569,"KitchenAid Coffee Grinder, Black",Office Supplies,Appliances,35.96666666666667,HomeCore Industries
2292,OFF-AP-10000576,Belkin 7 Outlet SurgeMaster II,Office Supplies,Appliances,63.956177777777775,HomeCore Industries
2293,OFF-AP-10000595,Disposable Triple-Filter Dust Bags,Office Supplies,Appliances,3.2804666666666664,HomeCore Industries
2294,OFF-AP-10000600,"KitchenAid Coffee Grinder, Silver",Office Supplies,Appliances,45.62,HomeCore Industries
2295,OFF-AP-10000604,"Breville Microwave, Silver",Office Supplies,Appliances,103.16266666666668,HomeCore Industries
2296,OFF-AP-10000615,"KitchenAid Toaster, Silver",Office Supplies,Appliances,39.529333333333334,HomeCore Industries
2297,OFF-AP-10000621,"KitchenAid Microwave, Silver",Office Supplies,Appliances,107.85266666666666,HomeCore Industries
2298,OFF-AP-10000639,"Breville Microwave, Red",Office Supplies,Appliances,162.9085,HomeCore Industries
2299,OFF-AP-10000653,"Hamilton Beach Blender, Black",Office Supplies,Appliances,54.0032,HomeCore Industries
2300,OFF-AP-10000663,"Hoover Stove, Red",Office Supplies,Appliances,219.932,HomeCore Industries
2301,OFF-AP-10000667,"Breville Stove, White",Office Supplies,Appliances,365.54,HomeCore Industries
2302,OFF-AP-10000675,"Hamilton Beach Stove, White",Office Supplies,Appliances,470.30066666666664,HomeCore Industries
2303,OFF-AP-10000691,"Cuisinart Refrigerator, Red",Office Supplies,Appliances,362.012,HomeCore Industries
2304,OFF-AP-10000692,Fellowes Mighty 8 Compact Surge Protector,Office Supplies,Appliances,14.61528888888889,HomeCore Industries
2305,OFF-AP-10000696,Holmes Odor Grabber,Office Supplies,Appliances,9.685304761904762,HomeCore Industries
2306,OFF-AP-10000717,"Hoover Microwave, Black",Office Supplies,Appliances,277.3047777777778,HomeCore Industries
2307,OFF-AP-10000729,"KitchenAid Refrigerator, White",Office Supplies,Appliances,352.2672,HomeCore Industries
2308,OFF-AP-10000751,"Breville Refrigerator, Black",Office Supplies,Appliances,321.63599999999997,HomeCore Industries
2309,OFF-AP-10000775,"Breville Blender, Silver",Office Supplies,Appliances,55.94866666666667,HomeCore Industries
2310,OFF-AP-10000800,"Breville Stove, Red",Office Supplies,Appliances,299.64,HomeCore Industries
2311,OFF-AP-10000802,"Hoover Microwave, White",Office Supplies,Appliances,223.99266666666668,HomeCore Industries
2312,OFF-AP-10000804,Hoover Portapower Portable Vacuum,Office Supplies,Appliances,3.374,HomeCore Industries
2313,OFF-AP-10000806,"KitchenAid Coffee Grinder, Silver",Office Supplies,Appliances,56.182,HomeCore Industries
2314,OFF-AP-10000818,"Hoover Blender, Black",Office Supplies,Appliances,79.43,HomeCore Industries
2315,OFF-AP-10000825,"KitchenAid Coffee Grinder, White",Office Supplies,Appliances,44.569388888888895,HomeCore Industries
2316,OFF-AP-10000828,Avanti 4.4 Cu. Ft. Refrigerator,Office Supplies,Appliances,130.30369523809523,HomeCore Industries
2317,OFF-AP-10000844,"Breville Toaster, Black",Office Supplies,Appliances,50.356,HomeCore Industries
2318,OFF-AP-10000864,"Hamilton Beach Refrigerator, Black",Office Supplies,Appliances,409.546,HomeCore Industries
2319,OFF-AP-10000873,"Hamilton Beach Microwave, Red",Office Supplies,Appliances,133.73533333333333,HomeCore Industries
2320,OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,Appliances,91.694,HomeCore Industries
2321,OFF-AP-10000900,"Cuisinart Coffee Grinder, White",Office Supplies,Appliances,34.20708333333333,HomeCore Industries
2322,OFF-AP-10000904,"Cuisinart Coffee Grinder, Silver",Office Supplies,Appliances,30.771199999999997,HomeCore Industries
2323,OFF-AP-10000916,"KitchenAid Microwave, Black",Office Supplies,Appliances,164.34,HomeCore Industries
2324,OFF-AP-10000935,"Cuisinart Toaster, White",Office Supplies,Appliances,45.93888888888889,HomeCore Industries
2325,OFF-AP-10000938,Avanti 1.7 Cu. Ft. Refrigerator,Office Supplies,Appliances,72.7611,HomeCore Industries
2326,OFF-AP-10000977,"Cuisinart Toaster, Red",Office Supplies,Appliances,63.99433333333334,HomeCore Industries
2327,OFF-AP-10000981,"Hoover Coffee Grinder, Red",Office Supplies,Appliances,54.535000000000004,HomeCore Industries
2328,OFF-AP-10001005,Honeywell Quietcare HEPA Air Cleaner,Office Supplies,Appliances,52.71688888888889,HomeCore Industries
