sales_id,order_id,date_id,product_id,region_id,customer_id,quantity,unit_price,discount_pct,gross_revenue,net_revenue,cost,profit,margin_pct,returned_flag,shipping_cost,ship_mode,order_priority
14061,IR-2012-2490,20120827,2155,6,612,1,17.0,0.0,17.0,17.0,8.84,8.16,0.48,False,1.62,Second Class,Medium
14062,IT-2012-5350208,20120827,2793,4,90,4,25.5,0.5,102.0,51.0,68.28,-17.28,-0.3388235294117647,False,1.5,Standard Class,Medium
14063,ID-2012-82701,20120827,4657,10,62,2,10.0,0.4,20.0,12.0,18.684,-6.684,-0.557,False,1.13,Standard Class,Medium
14064,CA-2012-101707,20120827,7349,13,64,3,11.0,0.0,33.0,33.0,23.7768,9.2232,0.2794909090909091,False,0.96,Standard Class,Medium
14065,IN-2012-83380,20120827,3726,10,105,2,9.0,0.0,18.0,18.0,11.7,6.3,0.35,False,0.84,Standard Class,Medium
14066,ID-2012-32427,20120827,5951,5,343,1,20.0,0.5,20.0,10.0,14.515,-4.515,-0.4514999999999999,False,0.77,Standard Class,Medium
14067,CA-2012-113040,20120827,3394,13,792,1,6.25,0.2,6.25,5.0,3.3412,1.6588,0.33176,False,0.77,Standard Class,High
14068,MX-2012-106082,20120827,3504,8,324,7,4.0,0.0,28.0,28.0,22.54,5.46,0.195,False,0.25,First Class,High
14069,ZI-2012-6350,20120827,5815,1,415,1,9.999999999999998,0.7,9.999999999999998,3.0,5.688000000000001,-2.688,-0.896,False,0.21,Standard Class,Medium
14070,CA-2012-101707,20120827,5341,13,64,1,3.0,0.0,3.0,3.0,1.5216,1.4784,0.4927999999999999,False,0.1,Standard Class,Medium
14071,IZ-2012-4950,20120828,986,6,383,2,464.5,0.0,929.0,929.0,863.96,65.04,0.070010764262648,False,212.15,First Class,Medium
14072,CA-2012-121188,20120828,6794,13,407,5,178.4,0.0,892.0,892.0,624.2950000000001,267.705,0.3001177130044843,False,85.38,Standard Class,Medium
14073,CA-2012-121188,20120828,6714,13,407,9,81.0,0.0,729.0,729.0,699.8472,29.1528,0.0399901234567901,False,48.16,Standard Class,Medium
14074,ES-2012-1841367,20120828,9893,4,593,9,81.69934640522877,0.15,735.2941176470589,625.0,595.7725,29.2275,0.046764,False,45.19,First Class,Medium
14075,CA-2012-107902,20120828,6833,7,122,11,42.72727272727273,0.0,470.0,470.0,347.70640000000003,122.2936,0.2601991489361702,False,30.72,Standard Class,Medium
14076,GG-2012-4850,20120828,3936,6,702,6,61.333333333333336,0.0,368.0,368.0,239.3,128.7,0.3497282608695652,False,29.45,Standard Class,High
14077,IN-2012-34310,20120828,233,9,430,8,124.0,0.0,992.0,992.0,535.76,456.24,0.4599193548387096,False,23.01,Standard Class,High
14078,GH-2012-190,20120828,1855,1,173,1,195.0,0.0,195.0,195.0,123.03,71.97,0.3690769230769231,False,21.15,Standard Class,High
14079,ID-2012-83604,20120828,5418,10,27,8,10.208333333333334,0.4,81.66666666666667,49.0,55.624,-6.624,-0.1351836734693877,False,20.25,Same Day,Critical
14080,ES-2012-2122823,20120828,8152,11,724,2,246.0,0.0,492.0,492.0,304.92,187.08,0.3802439024390244,True,18.96,Standard Class,Medium
14081,IN-2012-31349,20120828,2967,12,502,3,55.02008032128514,0.17,165.06024096385542,137.0,99.119,37.881,0.2765036496350365,False,18.41,Same Day,High
14082,UZ-2012-5070,20120828,9318,6,227,1,246.0,0.0,246.0,246.0,152.45999999999998,93.54,0.3802439024390244,False,18.08,Standard Class,Medium
14083,IN-2012-11623,20120828,7940,10,563,2,29.444444444444443,0.1,58.888888888888886,53.0,50.696,2.304,0.0434716981132075,False,16.58,Same Day,Critical
14084,ES-2012-1841367,20120828,2976,4,593,2,53.5,0.0,107.0,107.0,80.18,26.82,0.2506542056074766,False,15.62,First Class,Medium
14085,CA-2012-121188,20120828,445,13,407,2,181.1764705882353,0.15,362.3529411764706,308.0,279.0432,28.9568,0.0940155844155844,False,14.6,Standard Class,Medium
14086,IN-2012-37313,20120828,7495,10,760,2,22.22222222222222,0.1,44.44444444444444,40.0,32.068,7.932,0.1983,False,14.34,First Class,Critical
14087,ID-2012-65236,20120828,61,5,520,3,123.33333333333331,0.5,370.0,185.0,266.585,-81.585,-0.4409999999999999,False,13.27,Standard Class,Medium
14088,CA-2012-166219,20120828,2090,4,771,1,147.14285714285714,0.3,147.14285714285714,103.0,119.2613,-16.2613,-0.1578766990291262,False,12.13,Standard Class,High
14089,US-2012-110618,20120828,2727,3,2,8,21.40625,0.2,171.25,137.0,171.272,-34.272,-0.2501605839416058,False,9.31,Standard Class,High
14090,IZ-2012-4950,20120828,3884,6,383,4,15.0,0.0,60.0,60.0,38.28,21.72,0.362,False,6.66,First Class,Medium
14091,EG-2012-8440,20120828,1051,1,123,2,53.5,0.0,107.0,107.0,74.9,32.1,0.3,False,6.24,Standard Class,Medium
14092,IN-2012-36053,20120828,4861,10,367,5,11.777777777777777,0.1,58.888888888888886,53.0,34.64,18.36,0.3464150943396226,False,5.09,Standard Class,Medium
14093,TZ-2012-6760,20120828,7174,1,642,1,23.0,0.0,23.0,23.0,15.05,7.95,0.3456521739130435,False,4.26,Same Day,High
14094,CA-2012-6700,20120828,8920,2,590,1,29.0,0.0,29.0,29.0,15.83,13.17,0.4541379310344827,False,3.84,First Class,High
14095,TZ-2012-6760,20120828,3973,1,642,2,12.5,0.0,25.0,25.0,13.9,11.1,0.444,False,3.81,Same Day,High
14096,CA-2012-121188,20120828,3438,13,407,5,10.25,0.2,51.25,41.0,27.041,13.959,0.3404634146341463,False,3.44,Standard Class,Medium
14097,IN-2012-36053,20120828,2644,10,367,2,27.77777777777778,0.1,55.55555555555556,50.0,45.578,4.422,0.0884399999999999,False,3.43,Standard Class,Medium
14098,ZA-2012-3750,20120828,3989,1,780,1,15.0,0.0,15.0,15.0,14.25,0.75,0.05,False,2.8,Standard Class,Low
14099,IN-2012-37313,20120828,4244,10,760,1,6.666666666666666,0.1,6.666666666666666,6.0,3.63,2.37,0.395,False,1.97,First Class,Critical
14100,IN-2012-60126,20120828,3285,10,43,3,7.777777777777778,0.1,23.33333333333333,21.0,15.816,5.184,0.2468571428571428,False,1.9,Second Class,Medium
14101,CA-2012-121188,20120828,9794,13,407,3,17.916666666666668,0.2,53.75,43.0,27.8884,15.1116,0.3514325581395349,False,1.33,Standard Class,Medium
14102,TZ-2012-7300,20120828,2181,1,364,1,30.0,0.0,30.0,30.0,27.9,2.1,0.07,False,1.22,Standard Class,Medium
14103,TZ-2012-7300,20120828,3974,1,364,1,12.0,0.0,12.0,12.0,11.52,0.48,0.04,False,0.97,Standard Class,Medium
14104,ZA-2012-3750,20120828,2244,1,780,1,6.0,0.0,6.0,6.0,4.74,1.26,0.21,False,0.93,Standard Class,Low
14105,GG-2012-4850,20120828,4075,6,702,1,24.0,0.0,24.0,24.0,20.64,3.36,0.1399999999999999,False,0.86,Standard Class,High
14106,UZ-2012-5070,20120828,5189,6,227,1,9.0,0.0,9.0,9.0,5.76,3.24,0.36,False,0.71,Standard Class,Medium
14107,CA-2012-121188,20120828,1516,13,407,2,2.0,0.0,4.0,4.0,2.2528,1.7472,0.4368,False,0.27,Standard Class,Medium
14108,ES-2012-3362320,20120829,9438,4,50,11,65.36363636363636,0.0,719.0,719.0,445.76,273.24,0.3800278164116829,False,150.41,First Class,Medium
14109,IN-2012-75428,20120829,706,10,90,2,457.22222222222223,0.1,914.4444444444443,823.0,823.048,-0.048,-5.8323207776427706e-05,False,137.04,First Class,High
14110,ES-2012-2740636,20120829,9589,4,541,5,182.0,0.0,910.0,910.0,709.75,200.25,0.220054945054945,False,89.77,Standard Class,Medium
14111,ES-2012-4362177,20120829,9934,8,463,5,76.0,0.1,380.0,342.0,201.375,140.625,0.4111842105263157,True,66.24,First Class,Critical
14112,ES-2012-3549935,20120829,65,8,12,2,438.0,0.0,876.0,876.0,648.1800000000001,227.82,0.2600684931506849,False,58.48,Standard Class,Medium
14113,ES-2012-2740636,20120829,7057,4,541,3,198.0,0.0,594.0,594.0,303.03,290.97,0.4898484848484849,False,52.83,Standard Class,Medium
14114,IN-2012-54351,20120829,6885,9,115,3,211.66666666666663,0.0,635.0,635.0,355.64,279.36,0.4399370078740158,False,45.31,Standard Class,High
14115,IN-2012-75428,20120829,1552,10,90,8,43.888888888888886,0.1,351.1111111111111,316.0,295.0,21.0,0.0664556962025316,False,34.51,First Class,High
14116,ES-2012-2740636,20120829,138,4,541,3,124.33333333333331,0.0,373.0,373.0,343.21,29.79,0.0798659517426273,False,23.98,Standard Class,Medium
14117,EN-2012-9030,20120829,488,6,226,1,415.0,0.0,415.0,415.0,394.24,20.76,0.0500240963855421,False,21.32,Standard Class,Medium
14118,ES-2012-5016521,20120829,6841,11,674,3,141.66666666666666,0.4,425.0,255.0,352.74,-97.74,-0.3832941176470588,False,21.1,Standard Class,Medium
14119,ES-2012-5016521,20120829,8007,11,674,5,56.8,0.0,284.0,284.0,235.7,48.3,0.1700704225352112,False,20.99,Standard Class,Medium
14120,CA-2012-108532,20120829,9594,4,792,2,66.0,0.0,132.0,132.0,96.3654,35.6346,0.2699590909090909,False,19.71,Standard Class,High
14121,TU-2012-5320,20120829,10034,6,255,4,38.125,0.6,152.5,61.0,150.088,-89.088,-1.4604590163934426,False,17.46,Same Day,Critical
14122,IN-2012-32343,20120829,3560,5,671,5,51.4,0.0,257.0,257.0,187.55,69.45,0.2702334630350194,True,16.66,Standard Class,Medium
14123,ES-2012-5016521,20120829,8237,11,674,4,55.25,0.0,221.0,221.0,185.6,35.4,0.1601809954751131,False,12.85,Standard Class,Medium
14124,ES-2012-2740636,20120829,7015,4,541,2,56.5,0.0,113.0,113.0,84.8,28.2,0.2495575221238938,False,10.4,Standard Class,Medium
14125,IN-2012-77745,20120829,4701,9,229,7,11.428571428571429,0.0,80.0,80.0,60.89,19.11,0.238875,False,10.33,Standard Class,Low
14126,IN-2012-32343,20120829,7806,5,671,3,112.33333333333331,0.0,337.0,337.0,326.92,10.08,0.0299109792284866,False,10.3,Standard Class,Medium
14127,CA-2012-108532,20120829,8238,4,792,7,16.428571428571427,0.0,115.0,115.0,103.548,11.452,0.0995826086956521,False,9.45,Standard Class,High
14128,ES-2012-5980468,20120829,686,4,250,5,58.66666666666666,0.1,293.3333333333333,264.0,246.495,17.505,0.0663068181818181,False,9.33,Standard Class,Medium
14129,IT-2012-5288691,20120829,8070,4,716,3,42.0,0.0,126.0,126.0,84.33,41.67,0.3307142857142857,False,9.18,Standard Class,Medium
14130,US-2012-159639,20120829,929,8,758,1,56.25,0.2,56.25,45.0,45.568,-0.568,-0.0126222222222222,False,9.12,First Class,Critical
14131,TU-2012-60,20120829,5034,6,734,2,137.5,0.6,275.0,110.0,239.528,-129.528,-1.1775272727272728,False,7.13,First Class,High
14132,IN-2012-75428,20120829,3754,10,90,2,27.22222222222222,0.1,54.44444444444444,49.0,48.466,0.534,0.0108979591836734,False,6.99,First Class,High
14133,SL-2012-3310,20120829,9394,1,329,1,85.0,0.0,85.0,85.0,81.61,3.39,0.0398823529411764,False,6.41,Standard Class,Medium
14134,ES-2012-2740636,20120829,6678,4,541,1,62.0,0.0,62.0,62.0,37.16,24.84,0.4006451612903225,False,5.56,Standard Class,Medium
14135,ES-2012-5016521,20120829,6733,11,674,2,126.66666666666669,0.4,253.33333333333331,152.0,248.528,-96.528,-0.6350526315789474,False,5.13,Standard Class,Medium
14136,TU-2012-60,20120829,9359,6,734,1,75.0,0.6,75.0,30.0,58.866,-28.866,-0.9622,False,5.1,First Class,High
14137,ES-2012-5016521,20120829,2789,11,674,3,29.33333333333333,0.0,88.0,88.0,83.68,4.32,0.049090909090909,False,5.09,Standard Class,Medium
14138,IN-2012-63500,20120829,3679,5,655,5,7.8,0.0,39.0,39.0,30.45,8.55,0.2192307692307692,False,4.87,Standard Class,Low
14139,IN-2012-32343,20120829,1246,5,671,1,44.0,0.0,44.0,44.0,37.01,6.99,0.1588636363636363,False,4.53,Standard Class,Medium
14140,MZ-2012-6250,20120829,7154,1,366,2,11.5,0.0,23.0,23.0,21.02,1.98,0.0860869565217391,False,4.49,First Class,Medium
14141,IT-2012-5146922,20120829,3719,8,746,3,30.666666666666668,0.5,92.0,46.0,46.045,-0.045,-0.0009782608695652,False,4.34,Standard Class,Medium
14142,TU-2012-60,20120829,9411,6,734,1,82.5,0.6,82.5,33.0,75.47999999999999,-42.48,-1.2872727272727271,False,3.61,First Class,High
14143,IN-2012-54351,20120829,3777,9,115,7,5.857142857142857,0.0,41.0,41.0,34.07,6.93,0.1690243902439024,False,3.56,Standard Class,High
14144,ES-2012-2740636,20120829,4098,4,541,2,17.0,0.0,34.0,34.0,25.48,8.52,0.2505882352941176,False,3.24,Standard Class,Medium
14145,ES-2012-2740636,20120829,3175,4,541,3,12.333333333333334,0.0,37.0,37.0,26.65,10.35,0.2797297297297297,False,2.98,Standard Class,Medium
14146,US-2012-103996,20120829,3513,11,366,6,7.777777777777776,0.7,46.66666666666666,14.0,40.208,-26.208,-1.872,False,2.5,First Class,High
14147,IT-2012-5146922,20120829,2378,8,746,2,43.0,0.5,86.0,43.0,68.23,-25.23,-0.5867441860465117,False,2.31,Standard Class,Medium
14148,CA-2012-4520,20120829,7702,2,335,1,17.0,0.0,17.0,17.0,12.89,4.11,0.2417647058823529,False,2.18,Standard Class,High
14149,IN-2012-54351,20120829,4580,9,115,1,17.0,0.0,17.0,17.0,9.5,7.5,0.4411764705882353,False,2.14,Standard Class,High
14150,TU-2012-5320,20120829,6538,6,255,1,27.5,0.6,27.5,11.0,14.096,-3.096,-0.2814545454545454,False,2.1,Same Day,Critical
14151,TU-2012-60,20120829,5325,6,734,4,23.75,0.6,95.0,38.0,69.752,-31.752,-0.835578947368421,True,2.0,First Class,High
14152,CA-2012-4520,20120829,3867,2,335,1,28.0,0.0,28.0,28.0,25.81,2.19,0.0782142857142857,False,1.96,Standard Class,High
14153,IN-2012-32343,20120829,7050,5,671,1,48.0,0.0,48.0,48.0,24.27,23.73,0.494375,False,1.8,Standard Class,Medium
14154,MX-2012-163769,20120829,4962,11,514,3,9.444444444444445,0.4,28.333333333333336,17.0,16.196,0.804,0.0472941176470588,False,1.64,Standard Class,Medium
14155,ES-2012-3536212,20120829,5029,4,704,3,14.0,0.0,42.0,42.0,26.34,15.66,0.3728571428571429,False,1.57,Standard Class,Medium
14156,TU-2012-60,20120829,3855,6,734,1,22.5,0.6,22.5,9.0,18.306,-9.306,-1.0339999999999998,False,1.31,First Class,High
14157,ES-2012-5016521,20120829,5471,11,674,2,7.0,0.0,14.0,14.0,8.96,5.04,0.36,False,0.74,Standard Class,Medium
14158,TU-2012-60,20120829,7176,6,734,4,13.125,0.6,52.5,21.0,35.832,-14.832,-0.7062857142857143,False,0.57,First Class,High
14159,SL-2012-3310,20120829,5238,1,329,2,7.5,0.0,15.0,15.0,10.5,4.5,0.3,False,0.57,Standard Class,Medium
14160,TU-2012-60,20120829,2203,6,734,1,17.5,0.6,17.5,7.0,12.856,-5.856,-0.8365714285714285,False,0.33,First Class,High
14161,ES-2012-5414152,20120830,4824,4,4,11,13.909090909090908,0.0,153.0,153.0,82.71,70.29,0.4594117647058824,False,27.55,Standard Class,Low
14162,ES-2012-4128168,20120830,7423,8,672,9,35.333333333333336,0.0,318.0,318.0,295.86,22.14,0.0696226415094339,True,23.97,Second Class,High
14163,US-2012-102148,20120830,178,8,713,5,243.25,0.2,1216.25,973.0,997.38,-24.38,-0.0250565262076053,False,16.24,Standard Class,High
14164,ES-2012-1667885,20120830,6952,4,569,2,128.5,0.0,257.0,257.0,185.12,71.88,0.2796887159533073,False,15.34,First Class,High
14165,GH-2012-9310,20120830,10011,1,84,1,239.0,0.0,239.0,239.0,207.95,31.05,0.1299163179916318,False,15.19,Standard Class,Medium
14166,GH-2012-9310,20120830,6622,1,84,1,127.0,0.0,127.0,127.0,125.74,1.26,0.0099212598425196,False,11.42,Standard Class,Medium
14167,GH-2012-9310,20120830,7685,1,84,2,54.0,0.0,108.0,108.0,85.26,22.74,0.2105555555555555,False,4.53,Standard Class,Medium
14168,IR-2012-480,20120830,3915,6,404,2,26.5,0.0,53.0,53.0,31.4,21.6,0.4075471698113208,False,4.14,Second Class,High
14169,ES-2012-3032254,20120830,4254,4,515,6,7.166666666666667,0.0,43.0,43.0,23.56,19.44,0.4520930232558139,False,4.03,Second Class,Medium
14170,IN-2012-31405,20120830,5991,10,483,2,20.555555555555557,0.1,41.11111111111111,37.0,23.938,13.062,0.353027027027027,False,3.27,Second Class,Medium
14171,MX-2012-131569,20120830,4844,4,67,2,9.0,0.0,18.0,18.0,14.16,3.84,0.2133333333333333,False,1.76,Standard Class,High
14172,ES-2012-1216394,20120830,5776,8,430,4,6.25,0.0,25.0,25.0,13.24,11.76,0.4704,False,1.02,Same Day,Critical
14173,ES-2012-4698340,20120831,8602,4,178,5,148.70588235294116,0.15,743.5294117647059,632.0,379.205,252.795,0.3999920886075949,False,156.35,First Class,High
14174,ID-2012-46210,20120831,8611,5,709,4,320.0,0.5,1280.0,640.0,665.68,-25.68,-0.040125,False,100.34,Standard Class,High
14175,ID-2012-65957,20120831,8973,12,484,4,171.0843373493976,0.17,684.3373493975904,568.0,684.2596,-116.2596,-0.2046823943661972,False,53.44,Standard Class,Medium
14176,CA-2012-111514,20120831,8977,13,437,3,100.0,0.2,300.0,240.0,159.0081,80.9919,0.33746625,False,40.68,First Class,High
14177,KG-2012-7180,20120831,7682,6,689,2,204.0,0.0,408.0,408.0,301.86,106.14,0.2601470588235294,False,39.13,Standard Class,Medium
14178,KG-2012-7180,20120831,10042,6,689,2,253.5,0.0,507.0,507.0,289.2,217.8,0.429585798816568,False,35.58,Standard Class,Medium
14179,CA-2012-111514,20120831,3573,13,437,5,34.25,0.2,171.25,137.0,90.6815,46.3185,0.3380912408759124,False,28.5,First Class,High
14180,ES-2012-4400520,20120831,2938,4,628,7,47.57142857142857,0.0,333.0,333.0,269.79,63.21,0.1898198198198198,False,22.94,Standard Class,Medium
14181,CA-2012-157805,20120831,9892,13,294,5,139.0,0.2,695.0,556.0,514.303,41.697,0.0749946043165467,False,20.63,Standard Class,Medium
14182,ES-2012-3533091,20120831,6180,4,706,3,18.0,0.0,54.0,54.0,39.6,14.4,0.2666666666666666,False,15.77,Second Class,Critical
14183,IN-2012-66419,20120831,8589,10,673,3,144.44444444444443,0.1,433.3333333333333,390.0,216.849,173.151,0.4439769230769231,False,15.69,Standard Class,Medium
14184,IN-2012-66419,20120831,2922,10,673,8,25.416666666666664,0.1,203.3333333333333,183.0,164.904,18.096,0.0988852459016393,False,14.81,Standard Class,Medium
14185,IN-2012-63878,20120831,1283,10,588,4,48.888888888888886,0.1,195.55555555555557,176.0,97.772,78.228,0.4444772727272727,False,14.43,Standard Class,Medium
14186,IN-2012-66090,20120831,2254,5,515,2,54.0,0.0,108.0,108.0,64.68,43.32,0.4011111111111111,False,11.08,First Class,Medium
14187,ES-2012-4400520,20120831,6939,4,628,14,23.73015873015873,0.1,332.22222222222223,299.0,332.18,-33.18,-0.1109698996655518,False,10.54,Standard Class,Medium
14188,ID-2012-46210,20120831,7397,5,709,5,26.8,0.5,134.0,67.0,68.35,-1.35,-0.0201492537313432,False,9.56,Standard Class,High
14189,ES-2012-4400520,20120831,3702,4,628,4,30.25,0.0,121.0,121.0,65.32,55.68,0.4601652892561983,False,9.48,Standard Class,Medium
14190,IN-2012-66419,20120831,632,10,673,2,53.888888888888886,0.1,107.77777777777776,97.0,61.462,35.538,0.3663711340206185,False,8.86,Standard Class,Medium
14191,IN-2012-63878,20120831,2748,10,588,3,45.55555555555555,0.1,136.66666666666666,123.0,106.674,16.326,0.1327317073170731,False,8.61,Standard Class,Medium
14192,AG-2012-2430,20120831,6548,1,147,4,29.75,0.0,119.0,119.0,65.6,53.4,0.4487394957983193,False,8.11,Standard Class,Medium
14193,CA-2012-112319,20120831,6304,13,283,9,6.444444444444445,0.0,58.0,58.0,30.0064,27.9936,0.482648275862069,False,7.98,Standard Class,High
14194,IT-2012-2505922,20120831,8196,8,130,2,100.0,0.5,200.0,100.0,164.07999999999998,-64.08,-0.6408,False,7.18,Standard Class,High
14195,ID-2012-46210,20120831,8721,5,709,1,146.0,0.5,146.0,73.0,74.47,-1.47,-0.0201369863013698,False,6.5,Standard Class,High
14196,KG-2012-7180,20120831,479,6,689,4,124.75,0.0,499.0,499.0,304.24,194.76,0.3903006012024048,False,6.41,Standard Class,Medium
14197,IN-2012-63878,20120831,1209,10,588,3,51.481481481481474,0.1,154.44444444444443,139.0,111.307,27.693,0.1992302158273381,False,5.74,Standard Class,Medium
14198,KG-2012-7180,20120831,6533,6,689,1,63.0,0.0,63.0,63.0,44.22,18.78,0.2980952380952381,False,5.45,Standard Class,Medium
14199,ID-2012-46210,20120831,4304,5,709,2,50.0,0.5,100.0,50.0,65.18,-15.18,-0.3036,False,5.15,Standard Class,High
14200,CA-2012-111514,20120831,8284,13,437,1,37.0,0.0,37.0,37.0,21.3007,15.6993,0.4243054054054054,True,5.12,First Class,High
14201,ES-2012-2674466,20120831,2550,4,249,1,72.5,0.6,72.5,29.0,46.244,-17.244,-0.5946206896551725,False,3.97,Second Class,High
14202,ID-2012-46210,20120831,1213,5,709,2,22.0,0.5,44.0,22.0,32.230000000000004,-10.23,-0.465,False,3.84,Standard Class,High
14203,IN-2012-63878,20120831,1417,10,588,2,52.77777777777778,0.1,105.55555555555556,95.0,65.348,29.652,0.3121263157894737,False,3.43,Standard Class,Medium
14204,KG-2012-7180,20120831,4081,6,689,1,27.0,0.0,27.0,27.0,15.81,11.19,0.4144444444444444,False,2.3,Standard Class,Medium
14205,CA-2012-142139,20120831,6360,4,101,4,6.5625,0.2,26.25,21.0,14.188,6.812,0.3243809523809524,False,2.28,Standard Class,High
14206,MX-2012-129959,20120831,4722,3,265,4,9.375,0.2,37.5,30.0,21.824,8.176,0.2725333333333333,False,2.28,Standard Class,Medium
14207,KG-2012-7180,20120831,3949,6,689,1,27.0,0.0,27.0,27.0,24.57,2.43,0.09,False,2.25,Standard Class,Medium
14208,IT-2012-2505922,20120831,4675,8,130,3,11.333333333333334,0.5,34.0,17.0,30.68,-13.68,-0.8047058823529412,False,2.16,Standard Class,High
14209,KG-2012-7180,20120831,2182,6,689,4,16.0,0.0,64.0,64.0,44.68,19.32,0.301875,False,1.98,Standard Class,Medium
14210,ES-2012-4552650,20120831,3605,4,254,2,11.5,0.0,23.0,23.0,14.78,8.22,0.3573913043478261,False,1.39,Second Class,Medium
14211,AG-2012-2430,20120831,2110,1,147,1,18.0,0.0,18.0,18.0,17.13,0.87,0.0483333333333333,False,1.07,Standard Class,Medium
14212,KG-2012-7180,20120831,7206,6,689,1,11.0,0.0,11.0,11.0,6.11,4.89,0.4445454545454545,False,1.04,Standard Class,Medium
14213,AG-2012-2430,20120831,6576,1,147,1,17.0,0.0,17.0,17.0,10.1,6.9,0.4058823529411764,False,0.77,Standard Class,Medium
14214,ES-2012-2073911,20120831,5626,4,487,5,9.0,0.0,45.0,45.0,30.3,14.7,0.3266666666666666,False,0.48,Second Class,High
14215,CA-2012-137946,20120901,8525,13,714,2,600.0,0.2,1200.0,960.0,624.0056,335.9944,0.3499941666666666,False,193.89,Second Class,Critical
14216,ES-2012-3349892,20120901,55,4,595,7,121.58730158730158,0.1,851.1111111111111,766.0,451.441,314.559,0.4106514360313316,False,60.68,Second Class,Medium
14217,ES-2012-2522694,20120901,2730,8,134,6,49.66666666666666,0.0,298.0,298.0,226.54,71.46,0.2397986577181207,False,28.29,Standard Class,Medium
14218,ES-2012-3349892,20120901,8961,4,595,2,267.05882352941177,0.15,534.1176470588235,454.0,528.793,-74.793,-0.1647422907488986,True,25.6,Second Class,Medium
14219,TU-2012-4890,20120901,1791,6,576,2,441.25,0.6,882.5,353.0,546.944,-193.944,-0.5494164305949009,True,21.27,Standard Class,Medium
14220,ES-2012-4687979,20120901,2757,8,101,6,26.11111111111111,0.1,156.66666666666666,141.0,115.98,25.02,0.1774468085106383,False,20.37,Standard Class,High
14221,ID-2012-35556,20120901,7400,5,53,9,27.11111111111111,0.0,244.0,244.0,139.51,104.49,0.4282377049180327,False,18.72,Second Class,Medium
14222,ES-2012-2522694,20120901,545,8,134,3,45.0,0.0,135.0,135.0,90.36,44.64,0.3306666666666666,False,15.5,Standard Class,Medium
14223,ES-2012-1210194,20120901,2395,11,376,3,62.66666666666666,0.0,188.0,188.0,112.94,75.06,0.3992553191489362,False,13.74,Standard Class,Medium
14224,ES-2012-2522694,20120901,9547,8,134,2,68.0,0.0,136.0,136.0,67.9,68.1,0.5007352941176471,False,8.11,Standard Class,Medium
14225,ES-2012-3349892,20120901,4226,4,595,2,30.5,0.0,61.0,61.0,31.12,29.88,0.4898360655737704,False,6.77,Second Class,Medium
14226,CA-2012-104626,20120901,1102,7,228,2,62.0,0.0,124.0,124.0,96.6408,27.3592,0.2206387096774193,False,6.57,Standard Class,Medium
14227,MX-2012-100321,20120901,4976,3,425,7,7.0,0.0,49.0,49.0,41.72,7.28,0.1485714285714285,False,6.4,Standard Class,High
14228,ES-2012-4687979,20120901,4684,8,101,4,12.22222222222222,0.1,48.888888888888886,44.0,39.104,4.896,0.1112727272727272,False,5.91,Standard Class,High
14229,ID-2012-35556,20120901,4208,5,53,4,51.0,0.0,204.0,204.0,179.64,24.36,0.1194117647058823,False,5.72,Second Class,Medium
14230,CA-2012-104626,20120901,859,7,228,1,61.0,0.0,61.0,61.0,45.815,15.185,0.2489344262295082,False,5.63,Standard Class,Medium
14231,ES-2012-2522694,20120901,6661,8,134,5,16.0,0.0,80.0,80.0,72.05,7.95,0.099375,False,4.63,Standard Class,Medium
14232,CA-2012-137946,20120901,3746,13,714,4,4.375,0.2,17.5,14.0,9.51,4.49,0.3207142857142857,False,3.78,Second Class,Critical
14233,CA-2012-104626,20120901,3425,7,228,5,23.0,0.0,115.0,115.0,63.43,51.57,0.4484347826086957,False,3.48,Standard Class,Medium
14234,IN-2012-75435,20120901,1627,10,571,3,15.925925925925926,0.1,47.77777777777778,43.0,37.726,5.274,0.1226511627906976,False,3.26,First Class,High
14235,TU-2012-4890,20120901,5272,6,576,1,70.0,0.6,70.0,28.0,58.312,-30.312,-1.0825714285714283,False,1.49,Standard Class,Medium
14236,CA-2012-137946,20120901,3480,13,714,1,6.25,0.2,6.25,5.0,3.3962000000000003,1.6038,0.32076,False,0.93,Second Class,Critical
14237,ES-2012-3290251,20120902,447,11,164,2,125.5,0.0,251.0,251.0,130.7,120.3,0.4792828685258964,False,44.47,First Class,High
14238,ES-2012-2737892,20120902,6909,11,213,3,198.33333333333331,0.4,595.0,357.0,303.468,53.532,0.1499495798319327,False,32.78,Standard Class,Medium
14239,IN-2012-29977,20120902,9638,5,46,5,89.8,0.0,449.0,449.0,341.45,107.55,0.2395322939866369,False,22.01,Second Class,Medium
14240,NI-2012-3530,20120902,8895,1,687,2,361.6666666666666,0.7,723.3333333333333,217.0,716.11,-499.11,-2.300046082949309,False,18.22,Standard Class,Medium
14241,IR-2012-1100,20120902,4040,6,413,4,48.0,0.0,192.0,192.0,128.64,63.36,0.33,False,13.07,Standard Class,Medium
14242,ES-2012-2737892,20120902,3790,11,213,4,51.0,0.0,204.0,204.0,144.84,59.16,0.29,False,12.25,Standard Class,Medium
14243,TU-2012-8560,20120902,9962,6,708,1,140.0,0.6,140.0,56.0,82.514,-26.514,-0.4734642857142857,False,9.63,First Class,Medium
14244,NI-2012-3530,20120902,7726,1,687,4,49.16666666666666,0.7,196.66666666666663,59.0,125.648,-66.648,-1.1296271186440678,False,6.86,Standard Class,Medium
14245,ES-2012-3290251,20120902,4463,11,164,2,20.0,0.0,40.0,40.0,30.04,9.96,0.249,False,4.77,First Class,High
